"MASS","PLUM","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","KOOI","DAG","MAAND","JAAR","WEEKNR","CODE","DATE","jdate","PTOT"
120,1,5,5,5,5,5,5,5,5,5,5,"  8",15,11,1994,46,"k183",1994-11-15,318,50
124,1,5,5,5,5,5,5,5,5,5,5,"  8",22,11,1994,47,"k183",1994-11-22,325,50
130,1,5,5,5,5,5,5,5,5,5,5,"  8",29,11,1994,48,"k183",1994-11-29,332,50
136,1,5,5,5,5,5,5,5,5,5,5,"  8",6,12,1994,49,"k183",1994-12-06,339,50
135,1,5,5,5,5,5,5,5,5,5,5,"  8",13,12,1994,50,"k183",1994-12-13,346,50
133,1,5,5,5,5,5,5,5,5,5,5,"  8",20,12,1994,51,"k183",1994-12-20,353,50
137,1,5,5,5,5,5,5,5,5,5,5,"  8",27,12,1994,52,"k183",1994-12-27,360,50
139,1,0,0,0,0,0,0,0,0,0,0,"  8",3,1,1995,1,"k183",1995-01-03,2,0
141,1,0,0,0,0,0,0,0,0,0,0,"  8",10,1,1995,2,"k183",1995-01-10,9,0
135,1,0,0,0,0,0,0,0,0,0,0,"  8",17,1,1995,3,"k183",1995-01-17,16,0
142,1,0,0,0,0,0,0,0,0,0,0,"  8",24,1,1995,4,"k183",1995-01-24,23,0
140,1,0,0,0,0,0,0,0,0,0,0,"  8",31,1,1995,5,"k183",1995-01-31,30,0
138,1,0,0,0,0,0,0,0,0,0,0,"  8",7,2,1995,6,"k183",1995-02-07,37,0
132,1,0,0,0,0,0,0,0,0,0,0,"  8",14,2,1995,7,"k183",1995-02-14,44,0
135,1,0,0,0,0,0,0,0,0,0,0,"  8",21,2,1995,8,"k183",1995-02-21,51,0
132,1,0,0,0,0,0,0,0,0,0,0,"  8",28,2,1995,9,"k183",1995-02-28,58,0
131,1,0,0,0,0,0,0,0,0,0,0,"  8",7,3,1995,10,"k183",1995-03-07,65,0
121,1,0,0,0,0,0,0,0,0,0,0,"  8",14,3,1995,11,"k183",1995-03-14,72,0
121,1,0,0,0,0,0,0,0,0,0,0,"  8",21,3,1995,12,"k183",1995-03-21,79,0
123,1,0,0,0,0,0,0,0,0,0,0,"  8",28,3,1995,13,"k183",1995-03-28,86,0
120,1,0,0,0,0,0,0,0,0,0,0,"  8",4,4,1995,14,"k183",1995-04-04,93,0
122,1,0,0,0,0,0,0,0,0,0,0,"  8",11,4,1995,15,"k183",1995-04-11,100,0
122,1,0,0,0,0,0,0,0,0,0,0,"  8",18,4,1995,16,"k183",1995-04-18,107,0
117,1,0,0,0,0,0,0,0,0,0,0,"  8",25,4,1995,17,"k183",1995-04-25,114,0
126,1,0,0,0,0,0,0,0,0,0,0,"  8",2,5,1995,18,"k183",1995-05-02,121,0
144,1,0,0,0,0,0,0,0,0,0,0,"  8",9,5,1995,19,"k183",1995-05-09,128,0
154,2,0,0,0,0,0,0,0,0,0,0,"  8",16,5,1995,20,"k183",1995-05-16,135,0
160,2,0,0,0,0,0,0,0,0,0,0,"  8",23,5,1995,21,"k183",1995-05-23,142,0
178,2,0,0,0,0,0,0,0,0,0,0,"  8",31,5,1995,22,"k183",1995-05-31,150,0
185,2,0,0,0,0,0,0,0,0,0,0,"  8",6,6,1995,23,"k183",1995-06-06,156,0
180,2,0,0,0,0,0,0,0,0,0,0,"  8",13,6,1995,24,"k183",1995-06-13,163,0
148,2,0,0,0,0,0,0,0,0,0,0,"  8",20,6,1995,25,"k183",1995-06-20,170,0
114,5,0,0,0,0,0,0,0,0,0,0,"  8",27,6,1995,26,"k183",1995-06-27,177,0
113,2,0,0,0,0,0,0,0,0,0,0,"  8",4,7,1995,27,"k183",1995-07-04,184,0
109,2,0,0,0,0,0,0,0,0,0,0,"  8",11,7,1995,28,"k183",1995-07-11,191,0
116,2,0,0,0,0,0,0,0,0,0,0,"  8",19,7,1995,29,"k183",1995-07-19,199,0
114,2,0,0,0,0,0,0,0,0,0,0,"  8",25,7,1995,30,"k183",1995-07-25,205,0
115,2,0,0,0,0,0,0,0,0,0,0,"  8",1,8,1995,31,"k183",1995-08-01,212,0
121,2,0,0,0,0,0,0,0,0,0,0,"  8",8,8,1995,32,"k183",1995-08-08,219,0
122,2,0,0,0,0,0,0,0,0,0,0,"  8",15,8,1995,33,"k183",1995-08-15,226,0
124,2,0,0,0,0,0,0,0,0,0,0,"  8",22,8,1995,34,"k183",1995-08-22,233,0
130,2,0,0,0,0,0,0,0,0,0,0,"  8",29,8,1995,35,"k183",1995-08-29,240,0
123,1,0,0,0,0,0,0,0,0,0,0,"  8",5,9,1995,36,"k183",1995-09-05,247,0
127,1,1,1,1,1,0,0,0,0,0,0,"  8",12,9,1995,37,"k183",1995-09-12,254,4
127,1,4,2,1,1,0,0,0,0,0,0,"  8",19,9,1995,38,"k183",1995-09-19,261,8
131,2,5,5,5,3,0,0,0,0,0,0,"  8",26,9,1995,39,"k183",1995-09-26,268,18
130,2,5,5,5,4,1,0,0,0,0,0,"  8",3,10,1995,40,"k183",1995-10-03,275,20
131,2,5,5,5,5,3,0,0,0,0,0,"  8",10,10,1995,41,"k183",1995-10-10,282,23
131,2,5,5,5,5,5,1,0,0,0,0,"  8",17,10,1995,42,"k183",1995-10-17,289,26
130,2,5,5,5,5,5,1,0,0,0,0,"  8",24,10,1995,43,"k183",1995-10-24,296,26
133,2,5,5,5,5,5,4,1,0,0,0,"  8",31,10,1995,44,"k183",1995-10-31,303,30
134,2,5,5,5,5,5,5,1,0,0,0,"  8",8,11,1995,45,"k183",1995-11-08,311,31
141,1,5,5,5,5,5,5,3,0,0,0,"  8",14,11,1995,46,"k183",1995-11-14,317,33
124,1,5,5,5,5,5,5,4,1,0,0,"  8",22,11,1995,47,"k183",1995-11-22,325,35
120,1,5,5,5,5,5,5,5,2,1,0,"  8",28,11,1995,48,"k183",1995-11-28,331,38
120,1,5,5,5,5,5,5,5,4,2,1,"  8",5,12,1995,49,"k183",1995-12-05,338,42
121,1,5,5,5,5,5,5,5,5,4,3,"  8",13,12,1995,50,"k183",1995-12-13,346,47
123,1,5,5,5,5,5,5,5,5,4,4,"  8",19,12,1995,51,"k183",1995-12-19,352,48
127,1,0,0,0,0,0,0,0,0,0,0,"  8",2,1,1996,1,"k183",1996-01-02,1,0
126,1,0,0,0,0,0,0,0,0,0,0,"  8",9,1,1996,2,"k183",1996-01-09,8,0
123,1,0,0,0,0,0,0,0,0,0,0,"  8",16,1,1996,3,"k183",1996-01-16,15,0
125,1,0,0,0,0,0,0,0,0,0,0,"  8",23,1,1996,4,"k183",1996-01-23,22,0
120,1,0,0,0,0,0,0,0,0,0,0,"  8",30,1,1996,5,"k183",1996-01-30,29,0
116,1,0,0,0,0,0,0,0,0,0,0,"  8",6,2,1996,6,"k183",1996-02-06,36,0
112,1,0,0,0,0,0,0,0,0,0,0,"  8",13,2,1996,7,"k183",1996-02-13,43,0
114,1,0,0,0,0,0,0,0,0,0,0,"  8",20,2,1996,8,"k183",1996-02-20,50,0
110,1,0,0,0,0,0,0,0,0,0,0,"  8",27,2,1996,9,"k183",1996-02-27,57,0
112,1,0,0,0,0,0,0,0,0,0,0,"  8",5,3,1996,10,"k183",1996-03-05,64,0
113,1,0,0,0,0,0,0,0,0,0,0,"  8",12,3,1996,11,"k183",1996-03-12,71,0
113,1,0,0,0,0,0,0,0,0,0,0,"  8",19,3,1996,12,"k183",1996-03-19,78,0
113,1,0,0,0,0,0,0,0,0,0,0,"  8",26,3,1996,13,"k183",1996-03-26,85,0
114,2,0,0,0,0,0,0,0,0,0,0,"  8",2,4,1996,14,"k183",1996-04-02,92,0
119,3,0,0,0,0,0,0,0,0,0,0,"  8",10,4,1996,15,"k183",1996-04-10,100,0
118,4,0,0,0,0,0,0,0,0,0,0,"  8",16,4,1996,16,"k183",1996-04-16,106,0
121,3,0,0,0,0,0,0,0,0,0,0,"  8",23,4,1996,17,"k183",1996-04-23,113,0
131,3,0,0,0,0,0,0,0,0,0,0,"  8",1,5,1996,18,"k183",1996-05-01,121,0
144,3,0,0,0,0,0,0,0,0,0,0,"  8",7,5,1996,19,"k183",1996-05-07,127,0
157,3,0,0,0,0,0,0,0,0,0,0,"  8",15,5,1996,20,"k183",1996-05-15,135,0
168,2,0,0,0,0,0,0,0,0,0,0,"  8",21,5,1996,21,"k183",1996-05-21,141,0
188,3,0,0,0,0,0,0,0,0,0,0,"  8",28,5,1996,22,"k183",1996-05-28,148,0
194,3,0,0,0,0,0,0,0,0,0,0,"  8",4,6,1996,23,"k183",1996-06-04,155,0
190,3,0,0,0,0,0,0,0,0,0,0,"  8",11,6,1996,24,"k183",1996-06-11,162,0
171,3,0,0,0,0,0,0,0,0,0,0,"  8",18,6,1996,25,"k183",1996-06-18,169,0
128,2,0,0,0,0,0,0,0,0,0,0,"  8",25,6,1996,26,"k183",1996-06-25,176,0
122,2,0,0,0,0,0,0,0,0,0,0,"  8",1,7,1996,26,"k183",1996-07-01,182,0
140,3,0,0,0,0,0,0,0,0,0,0,"  8",10,7,1996,28,"k183",1996-07-10,191,0
123,3,0,0,0,0,0,0,0,0,0,0,"  8",18,7,1996,29,"k183",1996-07-18,199,0
123,3,0,0,0,0,0,0,0,0,0,0,"  8",23,7,1996,30,"k183",1996-07-23,204,0
127,3,0,0,0,0,0,0,0,0,0,0,"  8",30,7,1996,31,"k183",1996-07-30,211,0
123,3,0,0,0,0,0,0,0,0,0,0,"  8",7,8,1996,32,"k183",1996-08-07,219,0
125,3,0,0,0,0,0,0,0,0,0,0,"  8",14,8,1996,33,"k183",1996-08-14,226,0
121,2,0,0,0,0,0,0,0,0,0,0,"  8",20,8,1996,34,"k183",1996-08-20,232,0
125,2,0,0,0,0,0,0,0,0,0,0,"  8",27,8,1996,35,"k183",1996-08-27,239,0
128,3,0,0,0,0,0,0,0,0,0,0,"  8",3,9,1996,36,"k183",1996-09-03,246,0
130,3,1,1,0,0,0,0,0,0,0,0,"  8",10,9,1996,37,"k183",1996-09-10,253,2
130,3,3,5,3,0,0,0,0,0,0,0,"  8",17,9,1996,38,"k183",1996-09-17,260,11
132,3,5,5,5,1,0,0,0,0,0,0,"  8",25,9,1996,39,"k183",1996-09-25,268,16
131,3,5,5,5,3,1,0,0,0,0,0,"  8",1,10,1996,40,"k183",1996-10-01,274,19
135,3,5,5,5,5,4,0,0,0,0,0,"  8",8,10,1996,41,"k183",1996-10-08,281,24
132,2,5,5,5,5,5,1,0,0,0,0,"  8",15,10,1996,42,"k183",1996-10-15,288,26
130,2,5,5,5,5,4,0,0,0,0,0,"  8",22,10,1996,43,"k183",1996-10-22,295,24
135,2,5,5,5,5,5,1,0,0,0,0,"  8",29,10,1996,44,"k183",1996-10-29,302,26
136,2,5,5,5,5,5,5,2,0,0,0,"  8",5,11,1996,45,"k183",1996-11-05,309,32
133,2,5,5,5,5,5,5,1,0,0,0,"  8",12,11,1996,46,"k183",1996-11-12,316,31
117,2,5,5,5,5,5,5,3,1,0,0,"  8",19,11,1996,47,"k183",1996-11-19,323,34
115,2,5,5,5,5,5,5,5,1,0,0,"wu4",26,11,1996,48,"k183",1996-11-26,330,36
114,1,5,5,5,5,5,5,5,5,3,0,"wu4",3,12,1996,49,"k183",1996-12-03,337,43
106,1,5,5,5,5,5,5,5,5,2,1,"wu4",10,12,1996,50,"k183",1996-12-10,344,43
113,1,5,5,5,5,5,5,5,5,4,2,"wu4",18,12,1996,51,"k183",1996-12-18,352,46
119,1,5,5,5,5,5,5,5,5,4,3,"wu4",24,12,1996,52,"k183",1996-12-24,358,47
111,1,5,5,5,5,5,5,5,5,5,4,"wu4",31,12,1996,53,"k183",1996-12-31,365,49
115,1,0,0,0,0,0,0,0,0,0,0,"wu4",7,1,1997,1,"k183",1997-01-07,6,0
115,1,0,0,0,0,0,0,0,0,0,4,"wu4",14,1,1997,2,"k183",1997-01-14,13,4
117,2,0,0,0,0,0,0,0,0,0,0,"wu4",21,1,1997,3,"k183",1997-01-21,20,0
117,2,0,0,0,0,0,0,0,0,0,0,"wu4",28,1,1997,4,"k183",1997-01-28,27,0
111,2,0,0,0,0,0,0,0,0,0,0,"wu4",4,2,1997,5,"k183",1997-02-04,34,0
114,3,0,0,0,0,0,0,0,0,0,0,"wu4",11,2,1997,6,"k183",1997-02-11,41,0
112,3,0,0,0,0,0,0,0,0,0,0,"wu4",18,2,1997,7,"k183",1997-02-18,48,0
112,1,0,0,0,0,0,0,0,0,0,0,"wu4",25,2,1997,8,"k183",1997-02-25,55,0
113,3,0,0,0,0,0,0,0,0,0,0,"wu4",4,3,1997,9,"k183",1997-03-04,62,0
108,3,0,0,0,0,0,0,0,0,0,0,"wu4",11,3,1997,10,"k183",1997-03-11,69,0
111,3,0,0,0,0,0,0,0,0,0,0,"wu4",18,3,1997,11,"k183",1997-03-18,76,0
107,4,0,0,0,0,0,0,0,0,0,0,"wu4",25,3,1997,12,"k183",1997-03-25,83,0
108,4,0,0,0,0,0,0,0,0,0,0,"wu4",1,4,1997,13,"k183",1997-04-01,90,0
108,4,0,0,0,0,0,0,0,0,0,0,"wu4",8,4,1997,14,"k183",1997-04-08,97,0
115,5,0,0,0,0,0,0,0,0,0,0,"wu4",22,4,1997,16,"k183",1997-04-22,111,0
119,6,0,0,0,0,0,0,0,0,0,0,"wu4",29,4,1997,17,"k183",1997-04-29,118,0
129,6,0,0,0,0,0,0,0,0,0,0,"wu4",6,5,1997,18,"k183",1997-05-06,125,0
147,7,0,0,0,0,0,0,0,0,0,0,"wu4",13,5,1997,19,"k183",1997-05-13,132,0
146,6,0,0,0,0,0,0,0,0,0,0,"wu4",20,5,1997,20,"k183",1997-05-20,139,0
149,7,0,0,0,0,0,0,0,0,0,0,"wu4",27,5,1997,21,"k183",1997-05-27,146,0
153,6,0,0,0,0,0,0,0,0,0,0,"wu4",3,6,1997,22,"k183",1997-06-03,153,0
159,7,0,0,0,0,0,0,0,0,0,0,"wu4",10,6,1997,23,"k183",1997-06-10,160,0
168,7,0,0,0,0,0,0,0,0,0,0,"wu4",17,6,1997,24,"k183",1997-06-17,167,0
181,7,0,0,0,0,0,0,0,0,0,0,"wu4",24,6,1997,25,"k183",1997-06-24,174,0
191,7,0,0,0,0,0,0,0,0,0,0,"wu4",1,7,1997,26,"k183",1997-07-01,181,0
193,7,0,0,0,0,0,0,0,0,0,0,"wu4",8,7,1997,27,"k183",1997-07-08,188,0
193,7,0,0,0,0,0,0,0,0,0,0,"wu4",15,7,1997,28,"k183",1997-07-15,195,0
195,7,0,0,0,0,0,0,0,0,0,0,"wu4",22,7,1997,29,"k183",1997-07-22,202,0
193,7,0,0,0,0,0,0,0,0,0,0,"wu4",29,7,1997,30,"k183",1997-07-29,209,0
188,6,0,0,0,0,0,0,0,0,0,0,"wu4",5,8,1997,31,"k183",1997-08-05,216,0
166,6,0,0,0,0,0,0,0,0,0,0,"wu4",12,8,1997,32,"k183",1997-08-12,223,0
122,6,0,0,0,0,0,0,0,0,0,0,"wu4",19,8,1997,33,"k183",1997-08-19,230,0
117,6,0,0,0,0,0,0,0,0,0,0,"wu4",26,8,1997,34,"k183",1997-08-26,237,0
115,6,0,0,0,0,0,0,0,0,0,0,"wu4",2,9,1997,35,"k183",1997-09-02,244,0
114,6,1,1,1,0,0,0,0,0,0,0,"wu4",9,9,1997,36,"k183",1997-09-09,251,3
113,6,3,2,2,1,0,0,0,0,0,0,"wu4",16,9,1997,37,"k183",1997-09-16,258,8
110,5,5,5,5,4,1,1,0,0,0,0,"wu4",23,9,1997,38,"k183",1997-09-23,265,21
113,3,5,5,5,5,4,2,1,0,0,0,"wu4",30,9,1997,39,"k183",1997-09-30,272,27
111,3,5,5,5,5,5,4,1,0,0,0,"wu4",7,10,1997,40,"k183",1997-10-07,279,30
110,3,5,5,5,5,5,5,3,1,0,0,"wu4",14,10,1997,41,"k183",1997-10-14,286,34
113,3,5,5,5,5,5,5,4,2,0,0,"wu4",21,10,1997,42,"k183",1997-10-21,293,36
111,3,5,5,5,5,5,5,5,4,1,0,"wu4",28,10,1997,43,"k183",1997-10-28,300,40
109,2,5,5,5,5,5,5,5,5,3,1,"wu4",4,11,1997,44,"k183",1997-11-04,307,44
111,2,5,5,5,5,5,5,5,5,4,2,"wu4",11,11,1997,45,"k183",1997-11-11,314,46
113,2,5,5,5,5,5,5,5,5,5,3,"wu4",18,11,1997,46,"k183",1997-11-18,321,48
112,2,5,5,5,5,5,5,5,5,5,4,"wu4",25,11,1997,47,"k183",1997-11-25,328,49
117,3,5,5,5,5,5,5,5,5,5,4,"wu4",2,12,1997,48,"k183",1997-12-02,335,49
114,4,5,5,5,5,5,5,5,5,5,5,"wu4",9,12,1997,49,"k183",1997-12-09,342,50
111,4,5,5,5,5,5,5,5,5,5,5,"wu4",16,12,1997,50,"k183",1997-12-16,349,50
112,5,5,5,5,5,5,5,5,5,5,5,"wu4",23,12,1997,51,"k183",1997-12-23,356,50
111,5,5,5,5,5,5,5,5,5,5,5,"wu4",30,12,1997,52,"k183",1997-12-30,363,50
112,5,5,5,5,5,5,5,5,5,5,5,"wu4",6,1,1998,1,"k183",1998-01-06,5,50
115,5,5,5,5,5,5,5,5,5,5,5,"wu4",13,1,1998,2,"k183",1998-01-13,12,50
116,5,5,5,5,5,5,5,5,5,5,5,"wu4",20,1,1998,3,"k183",1998-01-20,19,50
115,5,5,5,5,5,5,5,5,5,5,5,"wu4",27,1,1998,4,"k183",1998-01-27,26,50
115,6,5,5,5,5,5,5,5,5,5,5,"wu4",4,2,1998,5,"k183",1998-02-04,34,50
113,6,5,5,5,5,5,5,5,5,5,5,"wu4",10,2,1998,6,"k183",1998-02-10,40,50
116,6,5,5,5,5,5,5,5,5,5,5,"wu4",17,2,1998,7,"k183",1998-02-17,47,50
114,5,5,5,5,5,5,5,5,5,5,5,"wu4",24,2,1998,8,"k183",1998-02-24,54,50
116,6,5,5,5,5,5,5,5,5,5,5,"wu4",3,3,1998,9,"k183",1998-03-03,61,50
114,6,5,5,5,5,5,5,5,5,5,5,"wu4",10,3,1998,10,"k183",1998-03-10,68,50
115,6,5,5,5,5,5,5,5,5,5,5,"wu4",17,3,1998,11,"k183",1998-03-17,75,50
112,6,5,5,5,5,5,5,5,5,5,5,"wu4",24,3,1998,13,"k183",1998-03-24,82,50
108,6,5,5,5,5,5,5,5,5,5,5,"wu4",31,3,1998,14,"k183",1998-03-31,89,50
110,6,5,5,5,5,5,5,5,5,5,5,"wu4",7,4,1998,15,"k183",1998-04-07,96,50
110,6,5,5,5,5,5,5,5,5,5,5,"wu4",14,4,1998,16,"k183",1998-04-14,103,50
111,6,5,5,5,5,5,5,5,5,5,5,"wu4",21,4,1998,17,"k183",1998-04-21,110,50
123,7,5,5,5,5,5,5,5,5,5,5,"wu4",28,4,1998,18,"k183",1998-04-28,117,50
131,7,5,5,5,5,5,5,5,5,5,5,"wu4",6,5,1998,19,"k183",1998-05-06,125,50
127,7,5,5,5,5,5,5,5,5,5,5,"wu4",12,5,1998,20,"k183",1998-05-12,131,50
136,7,0,0,0,0,0,0,0,0,0,0,"wu4",19,5,1998,21,"k183",1998-05-19,138,0
149,7,0,0,0,0,0,0,0,0,0,0,"wu4",26,5,1998,22,"k183",1998-05-26,145,0
145,7,0,0,0,0,0,0,0,0,0,0,"wu4",2,6,1998,23,"k183",1998-06-02,152,0
150,7,0,0,0,0,0,0,0,0,0,0,"wu4",9,6,1998,24,"k183",1998-06-09,159,0
151,7,0,0,0,0,0,0,0,0,0,0,"wu4",16,6,1998,25,"k183",1998-06-16,166,0
151,7,0,0,0,0,0,0,0,0,0,0,"wu4",23,6,1998,26,"k183",1998-06-23,173,0
155,7,0,0,0,0,0,0,0,0,0,0,"wu4",30,6,1998,27,"k183",1998-06-30,180,0
162,7,0,0,0,0,0,0,0,0,0,0,"wu4",7,7,1998,28,"k183",1998-07-07,187,0
171,7,0,0,0,0,0,0,0,0,0,0,"wu4",14,7,1998,29,"k183",1998-07-14,194,0
182,7,0,0,0,0,0,0,0,0,0,0,"wu4",21,7,1998,30,"k183",1998-07-21,201,0
188,7,0,0,0,0,0,0,0,0,0,0,"wu4",28,7,1998,31,"k183",1998-07-28,208,0
192,7,0,0,0,0,0,0,0,0,0,0,"wu4",4,8,1998,32,"k183",1998-08-04,215,0
195,7,0,0,0,0,0,0,0,0,0,0,"wu4",11,8,1998,33,"k183",1998-08-11,222,0
188,7,0,0,0,0,0,0,0,0,0,0,"wu4",18,8,1998,34,"k183",1998-08-18,229,0
190,7,0,0,0,0,0,0,0,0,0,0,"wu4",25,8,1998,35,"k183",1998-08-25,236,0
187,7,0,0,0,0,0,0,0,0,0,0,"wu4",1,9,1998,36,"k183",1998-09-01,243,0
175,7,0,0,0,0,0,0,0,0,0,0,"wu4",8,9,1998,37,"k183",1998-09-08,250,0
155,7,0,0,0,0,0,0,0,0,0,0,"wu4",15,9,1998,38,"k183",1998-09-15,257,0
114,6,0,0,0,0,0,0,0,0,0,0,"wu4",22,9,1998,39,"k183",1998-09-22,264,0
119,6,0,0,0,0,0,0,0,0,0,0,"wu4",29,9,1998,40,"k183",1998-09-29,271,0
116,6,0,0,0,0,0,0,0,0,0,0,"wu4",6,10,1998,41,"k183",1998-10-06,278,0
111,5,1,0,0,0,0,0,0,0,0,0,"wu4",13,10,1998,42,"k183",1998-10-13,285,1
110,5,1,2,1,1,0,0,0,0,0,0,"wu4",20,10,1998,43,"k183",1998-10-20,292,5
109,4,4,4,4,2,1,0,0,0,0,0,"wu4",27,10,1998,44,"k183",1998-10-27,299,15
110,5,5,5,5,4,1,1,0,0,0,0,"wu4",3,11,1998,45,"k183",1998-11-03,306,21
100,4,5,5,5,5,4,2,0,0,0,0,"wu4",10,11,1998,46,"k183",1998-11-10,313,26
112,4,5,5,5,5,5,4,1,1,0,0,"wu4",17,11,1998,47,"k183",1998-11-17,320,31
114,6,5,5,5,5,5,5,4,1,0,0,"wu4",24,11,1998,48,"k183",1998-11-24,327,35
112,4,5,5,5,5,5,5,4,3,1,0,"wu4",1,12,1998,49,"k183",1998-12-01,334,38
107,3,5,5,5,5,5,5,5,4,2,1,"wu4",8,12,1998,50,"k183",1998-12-08,341,42
115,3,5,5,5,5,5,5,5,5,4,2,"wu4",15,12,1998,51,"k183",1998-12-15,348,46
111,4,5,5,5,5,5,5,5,5,4,3,"wu4",22,12,1998,52,"k183",1998-12-22,355,47
113,4,5,5,5,5,5,5,5,5,5,4,"wu4",29,12,1998,53,"k183",1998-12-29,362,49
114,6,5,5,5,5,5,5,5,5,5,4,"wu4",5,1,1999,1,"k183",1999-01-05,4,49
111,7,5,5,5,5,5,5,5,5,5,5,"wu4",12,1,1999,2,"k183",1999-01-12,11,50
122,6,5,5,5,5,5,5,5,5,5,5,"wu4",19,1,1999,3,"k183",1999-01-19,18,50
123,7,5,5,5,5,5,5,5,5,5,5,"wu4",26,1,1999,4,"k183",1999-01-26,25,50
122,7,5,5,5,5,5,5,5,5,5,5,"wu4",2,2,1999,5,"k183",1999-02-02,32,50
126,7,5,5,5,5,5,5,5,5,5,5,"wu4",8,2,1999,6,"k183",1999-02-08,38,50
123,7,5,5,5,5,5,5,5,5,5,5,"wu4",16,2,1999,7,"k183",1999-02-16,46,50
124,7,5,5,5,5,5,5,5,5,5,5,"wu4",23,2,1999,8,"k183",1999-02-23,53,50
119,7,5,5,5,5,5,5,5,5,5,5,"wu4",2,3,1999,9,"k183",1999-03-02,60,50
120,7,5,5,5,5,5,5,5,5,5,5,"wu4",9,3,1999,10,"k183",1999-03-09,67,50
116,7,5,5,5,5,5,5,5,5,5,5,"wu4",17,3,1999,11,"k183",1999-03-17,75,50
117,7,5,5,5,5,5,5,5,5,5,5,"wu4",23,3,1999,12,"k183",1999-03-23,81,50
122,7,5,5,5,5,5,5,5,5,5,5,"wu4",30,3,1999,13,"k183",1999-03-30,88,50
117,7,5,5,5,5,5,5,5,5,5,5,"wu4",6,4,1999,14,"k183",1999-04-06,95,50
120,7,5,5,5,5,5,5,5,5,5,5,"wu4",13,4,1999,15,"k183",1999-04-13,102,50
124,7,5,5,5,5,5,5,5,5,5,5,"wu4",20,4,1999,16,"k183",1999-04-20,109,50
123,7,5,5,5,5,5,5,5,5,5,5,"wu4",27,4,1999,17,"k183",1999-04-27,116,50
126,7,5,5,5,5,5,5,5,5,5,5,"wu4",4,5,1999,18,"k183",1999-05-04,123,50
127,7,5,5,5,5,5,5,5,5,5,5,"wu4",11,5,1999,19,"k183",1999-05-11,130,50
135,7,5,5,5,5,5,5,5,5,5,5,"wu4",18,5,1999,20,"k183",1999-05-18,137,50
144,7,5,5,5,5,5,5,5,5,5,5,"wu4",25,5,1999,21,"k183",1999-05-25,144,50
146,7,5,5,5,5,5,5,5,5,5,5,"wu4",1,6,1999,22,"k183",1999-06-01,151,50
151,7,5,5,5,5,5,5,5,5,5,5,"wu4",8,6,1999,23,"k183",1999-06-08,158,50
150,7,5,5,5,5,5,5,5,5,5,5,"wu4",15,6,1999,24,"k183",1999-06-15,165,50
154,7,5,5,5,5,5,5,5,5,5,5,"wu4",22,6,1999,25,"k183",1999-06-22,172,50
154,7,0,0,0,0,0,0,0,0,0,0,"wu4",29,6,1999,26,"k183",1999-06-29,179,0
148,7,0,0,0,0,0,0,0,0,0,0,"wu4",6,7,1999,27,"k183",1999-07-06,186,0
150,7,0,0,0,0,0,0,0,0,0,0,"wu4",13,7,1999,28,"k183",1999-07-13,193,0
190,7,0,0,0,0,0,0,0,0,0,0,"wu4",14,7,1999,37,"k183",1999-07-14,194,0
152,7,0,0,0,0,0,0,0,0,0,0,"wu4",20,7,1999,29,"k183",1999-07-20,200,0
157,7,0,0,0,0,0,0,0,0,0,0,"wu4",27,7,1999,30,"k183",1999-07-27,207,0
160,7,0,0,0,0,0,0,0,0,0,0,"wu4",3,8,1999,31,"k183",1999-08-03,214,0
167,7,0,0,0,0,0,0,0,0,0,0,"wu4",10,8,1999,32,"k183",1999-08-10,221,0
175,7,0,0,0,0,0,0,0,0,0,0,"wu4",17,8,1999,33,"k183",1999-08-17,228,0
180,7,0,0,0,0,0,0,0,0,0,0,"wu4",24,8,1999,34,"k183",1999-08-24,235,0
181,7,0,0,0,0,0,0,0,0,0,0,"wu4",31,8,1999,35,"k183",1999-08-31,242,0
186,7,0,0,0,0,0,0,0,0,0,0,"wu4",7,9,1999,36,"k183",1999-09-07,249,0
189,7,0,0,0,0,0,0,0,0,0,0,"wu4",21,9,1999,38,"k183",1999-09-21,263,0
186,7,0,0,0,0,0,0,0,0,0,0,"wu4",28,9,1999,39,"k183",1999-09-28,270,0
182,6,0,0,0,0,0,0,0,0,0,0,"wu4",5,10,1999,40,"k183",1999-10-05,277,0
177,7,0,0,0,0,0,0,0,0,0,0,"wu4",12,10,1999,41,"k183",1999-10-12,284,0
172,7,0,0,0,0,0,0,0,0,0,0,"wu4",19,10,1999,42,"k183",1999-10-19,291,0
173,7,0,0,0,0,0,0,0,0,0,0,"wu4",26,10,1999,43,"k183",1999-10-26,298,0
163,7,0,0,0,0,0,0,0,0,0,0,"wu4",2,11,1999,44,"k183",1999-11-02,305,0
154,7,0,0,0,0,0,0,0,0,0,0,"wu4",9,11,1999,45,"k183",1999-11-09,312,0
156,7,0,0,0,0,0,0,0,0,0,0,"wu4",16,11,1999,46,"k183",1999-11-16,319,0
142,7,0,0,0,0,0,0,0,0,0,0,"wu4",23,11,1999,47,"k183",1999-11-23,326,0
128,6,1,0,0,0,0,0,0,0,0,0,"wu4",30,11,1999,48,"k183",1999-11-30,333,1
128,6,9,0,0,0,0,0,0,0,0,0,"wu4",30,11,1999,48,"k183",1999-11-30,333,9
121,6,0,9,9,0,0,0,0,0,0,0,"wu4",7,12,1999,49,"k183",1999-12-07,340,18
